,finance_balance,margin_balance,currency,north_money,north_money_net,rate
2019-08-06,8902.54,109.29,6.9683,221.7376,-29.787300000000002,-0.0037
2019-08-07,8865.22,112.12,6.9996,153.0284,-30.504299999999986,0.0103
2019-08-08,8846.38,118.67,7.0039,180.72899999999998,25.492499999999993,-0.0105
2019-08-09,8808.17,117.83,7.0136,160.551,13.948999999999998,0.0175
2019-08-12,8817.87,122.88,7.0211,184.9408,22.391699999999986,-0.0070999999999999995
2019-08-13,8822.4,122.95,7.0326,145.9221,-24.3609,0.0051
2019-08-14,8831.48,122.91,7.0312,176.2878,11.836500000000001,0.0040999999999999995
2019-08-15,8822.42,123.19,7.0268,174.26670000000001,1.372399999999999,0.0046
2019-08-16,8822.27,116.86,7.0312,185.0738,-2.1733999999999867,0.026000000000000002
2019-08-19,8930.3,124.16,7.0365,274.3202,78.4761,0.0001
2019-08-20,8975.16,123.17,7.0454,190.61630000000002,-12.623299999999986,-0.0005
2019-08-21,9005.97,123.86,7.0433,174.6257,19.994100000000017,0.0029
2019-08-22,9039.46,125.43,7.049,175.9577,15.153299999999987,0.0031
2019-08-23,9030.21,125.98,7.0572,196.5826,11.487700000000004,-0.010700000000000001
2019-08-26,9070.05,122.93,7.057,188.44510000000002,-30.337299999999985,0.015300000000000001
2019-08-27,9087.6,128.27,7.081,477.7258,112.7098,-0.0028000000000000004
2019-08-28,9114.71,126.28,7.0835,200.7998,-7.784100000000009,-0.0018
2019-08-29,9145.53,127.39,7.0858,195.3899,3.831700000000012,-0.0046
2019-08-30,9134.56,128.83,7.0879,270.2332,67.19550000000001,0.018000000000000002
2019-09-02,9181.57,132.76,7.0883,248.92919999999998,53.09899999999999,0.0042
2019-09-03,9208.81,134.98,7.0884,202.0445,0.18659999999999854,0.0086
2019-09-04,9242.4,134.94,7.0878,266.2133,49.72879999999998,0.0095
2019-09-05,9308.75,137.86,7.0852,333.7709,91.83230000000002,0.0046
2019-09-06,9317.64,135.47,7.0855,280.6447,85.2392,0.0138
2019-09-09,9427.66,139.39,7.0851,240.34120000000001,27.854600000000005,-0.0016
2019-09-10,9480.21,137.68,7.0846,243.8931,23.78739999999999,-0.0067
2019-09-11,9510.03,140.14,7.0843,253.01839999999999,24.320199999999986,0.0079
2019-09-12,9468.39,136.64,7.0846,220.9545,32.95479999999999,-0.0002
2019-09-16,9546.55,137.87,7.0657,224.276,9.099400000000003,-0.019299999999999998
2019-09-17,9562.27,129.88,7.073,207.9932,-5.182000000000002,0.0027
2019-09-18,9574.21,131.66,7.0728,213.0718,39.2137,0.0070999999999999995
2019-09-19,9602.01,135.63,7.0732,196.1171,26.92580000000001,0.0021
2019-09-20,9577.09,135.67,7.073,466.7524,148.62340000000003,-0.009899999999999999
2019-09-23,9604.52,134.41,7.0734,200.6971,-15.31349999999999,0.003
2019-09-24,9604.28,134.31,7.0729,211.92340000000002,27.517200000000003,-0.0127
2019-09-25,9572.46,130.07,7.0724,208.7489,4.9295999999999935,-0.0171
2019-09-26,9521.32,126.15,7.0729,241.02530000000002,24.9747,0.0053
2019-09-27,9473.83,121.87,7.0731,176.77859999999998,3.1850000000000023,-0.010700000000000001
2019-09-30,9372.55,116.31,7.0729,160.7669,-6.351700000000008,0.0033
2019-10-08,9426.17,124.8,7.0726,234.8705,17.43949999999998,0.0051
2019-10-09,9441.5,127.48,7.0728,174.5745,-22.1687,0.0108
2019-10-10,9467.81,133.34,7.073,206.75619999999998,1.3632999999999953,0.0062
2019-10-11,9444.19,137.04,7.0727,216.8803,37.26140000000001,0.0129
2019-10-14,9507.62,143.07,7.0725,219.3678,27.0163,-0.0083
2019-10-15,9494.18,141.61,7.0708,205.6637,36.71249999999999,-0.0044
2019-10-16,9502.45,142.55,7.0746,202.6549,27.364199999999997,-0.0003
2019-10-17,9503.36,143.61,7.0789,172.65820000000002,17.387900000000016,-0.0134
2019-10-18,9471.23,140.02,7.069,184.4359,-12.434899999999985,-0.0007000000000000001
2019-10-21,9474.24,140.1,7.068,180.2658,29.1477,0.0073
2019-10-22,9485.34,138.26,7.0668,159.4905,2.94850000000001,-0.006500000000000001
2019-10-23,9492.18,138.49,7.0752,145.5106,-18.04570000000001,-0.0007000000000000001
2019-10-24,9504.68,135.78,7.0727,157.4945,5.604199999999992,0.0067
2019-10-25,9507.85,134.04,7.0749,194.6341,15.3767,0.0127
2019-10-28,9562.0,137.34,7.0762,212.8441,28.397000000000006,-0.0088
2019-10-29,9555.35,135.05,7.0617,205.7416,24.236300000000014,-0.0078000000000000005
2019-10-30,9553.82,133.98,7.0582,218.66559999999998,28.995299999999986,-0.0054
2019-10-31,9532.28,133.65,7.0533,262.88739999999996,73.89319999999998,0.0134
2019-11-01,9531.88,136.9,7.0437,251.8142,74.4927,0.006
2019-11-04,9551.17,139.34,7.0382,218.4746,40.848299999999995,0.0051
2019-11-05,9566.95,141.18,7.0385,249.7623,52.00480000000002,-0.0066
2019-11-06,9568.3,141.09,7.008,193.7068,7.910699999999991,0.0038
2019-11-07,9580.72,142.76,7.0008,177.49630000000002,21.096000000000004,-0.004
2019-11-08,9561.92,140.12,6.9945,203.2631,13.669299999999993,-0.0207
2019-11-11,9545.23,134.47,6.9933,184.9991,6.69959999999999,0.001
2019-11-12,9539.39,134.8,6.9988,171.1474,-0.1080999999999932,-0.0014000000000000002
2019-11-13,9549.83,136.22,7.0026,157.11630000000002,-17.63039999999998,0.004
2019-11-14,9569.14,138.21,7.0083,172.17770000000002,12.110200000000006,-0.0089
2019-11-15,9535.12,134.08,7.0091,170.76510000000002,16.842900000000014,0.0073
2019-11-18,9546.14,136.6,7.0037,159.4587,14.590500000000006,0.0134
2019-11-19,9578.01,137.52,7.003,188.2308,25.24350000000001,-0.008100000000000001
2019-11-20,9584.69,135.51,7.0118,170.4587,1.8987999999999943,-0.0029
2019-11-21,9592.18,135.36,7.0217,179.5649,6.291300000000007,-0.01
2019-11-22,9554.16,132.6,7.0306,248.1465,9.447599999999994,0.0023
2019-11-25,9550.82,134.84,7.0397,252.1135,56.364000000000004,0.001
2019-11-26,9519.62,135.56,7.0344,728.4319,214.30150000000006,-0.0018
2019-11-27,9537.52,135.54,7.0349,209.4585,24.21669999999999,-0.0031
2019-11-28,9524.76,135.33,7.0271,167.34109999999998,17.3801,-0.0045000000000000005
2019-11-29,9519.79,130.31,7.0298,187.5933,6.709999999999994,0.0019
2019-12-02,9533.57,130.9,7.0262,173.7501,27.1045,0.0046
2019-12-03,9555.75,130.69,7.0223,184.2666,34.566,0.0001
2019-12-04,9563.84,130.63,7.0382,204.81330000000003,39.57560000000001,0.0091
2019-12-05,9588.33,131.96,7.0521,210.26350000000002,60.645600000000016,0.0064
2019-12-06,9590.95,132.27,7.0383,199.2473,43.617900000000006,0.0008
2019-12-09,9626.76,132.79,7.0405,210.6699,33.90780000000001,0.0032
2019-12-10,9649.44,135.0,7.04,185.19819999999999,29.5471,-0.0011
2019-12-11,9667.31,135.19,7.0385,197.8559,23.679399999999987,-0.0022
2019-12-12,9682.06,133.29,7.0253,213.2937,65.2177,0.0163
2019-12-13,9678.4,134.67,7.0156,334.7278,52.705899999999986,0.0105
2019-12-16,9771.24,135.78,6.9915,245.43720000000002,7.000100000000003,0.0132
2019-12-17,9854.67,138.61,6.9971,332.5303,88.0653,-0.0008
2019-12-18,9929.6,138.25,6.9969,270.446,44.831,0.001
2019-12-19,9968.63,137.74,7.0025,233.1778,35.363699999999994,-0.006
2019-12-20,9946.11,134.9,7.002,264.8281,37.15320000000003,-0.016399999999999998
2019-12-23,9966.83,129.83,7.0117,235.9425,17.491500000000016,0.011200000000000002
2019-12-27,9994.82,135.96,6.9879,311.875,46.80900000000001,0.011200000000000002
2019-12-30,10054.52,139.33,6.9805,284.4801,44.27969999999999,0.0045000000000000005
2019-12-31,10054.69,137.38,6.9762,207.91230000000002,-1.6225000000000023,0.0159
2020-01-02,10106.54,143.6,6.9614,362.29409999999996,101.47049999999999,0.001
2020-01-03,10122.11,138.98,6.9681,296.80719999999997,33.60850000000002,0.0019
2020-01-06,10227.21,143.96,6.9718,346.7265,43.552099999999996,0.0103
2020-01-07,10270.87,144.59,6.969,320.1074,45.06960000000001,-0.0123
2020-01-08,10301.56,137.5,6.945,293.2199,14.229500000000002,0.013999999999999999
2020-01-09,10332.69,139.11,6.9497,341.3891,75.50580000000002,-0.0014000000000000002
2020-01-10,10320.43,135.51,6.9351,298.9432,29.582399999999993,0.011000000000000001
2020-01-13,10376.59,137.89,6.9263,333.5904,77.10470000000001,-0.0026
2020-01-14,10402.21,137.79,6.8954,302.572,34.2796,-0.004
2020-01-15,10430.76,132.06,6.8845,271.6134,10.441400000000002,-0.0029
2020-01-16,10439.07,127.13,6.8807,295.8966,38.465,-0.0004
2020-01-17,10411.3,126.22,6.8878,290.7954,35.21350000000001,0.01
2020-01-20,10450.14,127.59,6.8664,324.5315,41.92999999999999,-0.0139
2020-01-21,10444.15,120.37,6.8606,292.23789999999997,-71.28020000000001,0.0049
2020-01-22,10442.58,115.2,6.8853,326.7015,-7.639099999999985,-0.0327
2020-01-23,10269.1,100.71,6.8876,361.005,-117.618,-0.0816
2020-02-03,10155.47,82.94,6.9249,461.07230000000004,181.89390000000003,0.0174
2020-02-04,10141.07,82.21,6.9779,536.3667,49.20169999999999,0.0189
2020-02-05,10149.09,84.55,6.9823,442.6336,-3.081400000000002,0.023799999999999998
2020-02-06,10238.62,85.44,6.9985,485.7337,105.5796,0.005
2020-02-07,10273.23,84.97,6.9768,346.3678,-32.99279999999999,0.0084
2020-02-10,10325.06,92.87,6.9863,362.9491,-32.7234,0.0017000000000000001
2020-02-11,10306.07,101.84,6.9897,357.9376,10.435200000000009,0.0134
2020-02-12,10372.38,113.37,6.9718,342.3651,14.85110000000003,-0.0074
2020-02-13,10397.44,116.9,6.9785,364.13509999999997,7.911999999999978,0.0044
2020-02-14,10389.28,120.66,6.9843,344.92,43.22750000000002,0.0277
2020-02-17,10507.96,128.05,6.9795,400.01570000000004,53.62389999999999,0.0058
2020-02-18,10620.39,130.26,6.9826,332.16089999999997,-53.904700000000034,-0.0049
2020-02-19,10645.76,134.75,7.0012,406.4122,37.44640000000001,0.0207
2020-02-20,10755.69,141.54,7.0026,444.8782,38.97920000000005,0.0070999999999999995
2020-02-21,10828.06,145.64,7.021,430.7568,-11.200800000000015,0.0058
2020-02-24,10963.32,150.77,7.0246,426.17650000000003,-87.05140000000003,0.0007000000000000001
2020-02-25,11077.7,153.31,7.0232,505.83630000000005,-48.31339999999997,-0.018500000000000003
2020-02-26,11108.98,153.39,7.0126,507.1772,-67.26889999999997,0.0019
2020-02-27,11092.32,154.95,7.0215,462.2264,-39.40500000000003,-0.044500000000000005
2020-02-28,10878.6,144.33,7.0066,541.3696,-51.367999999999995,0.036000000000000004
2020-03-02,10962.82,152.38,6.9811,537.8764,41.520099999999985,0.009000000000000001
2020-03-03,11020.23,159.86,6.9516,518.4549999999999,4.802900000000022,0.0052
2020-03-04,11051.31,160.57,6.9514,445.4137,-7.804300000000012,0.019
2020-03-05,11150.44,170.14,6.9403,526.1422,48.106199999999944,-0.0103
2020-03-06,11107.98,161.97,6.9337,371.8026,-30.421100000000024,-0.035699999999999996
2020-03-09,11078.68,157.6,6.926,421.69960000000003,-143.18889999999996,0.0226
2020-03-10,11132.41,159.55,6.9389,488.20540000000005,30.95870000000005,-0.0131
2020-03-11,11113.12,163.11,6.9612,378.03819999999996,-74.65030000000002,-0.018799999999999997
2020-03-12,11079.04,160.92,6.9641,386.61350000000004,-83.8038,-0.0113
2020-03-13,10994.3,157.27,7.0033,424.8048,-147.26299999999998,-0.0435
2020-03-16,10821.18,154.57,7.0018,431.1879,-98.07479999999995,-0.0029
2020-03-17,10837.27,149.67,7.0094,401.6809,-82.3803,-0.0182
2020-03-18,10745.83,158.7,7.0328,391.1394,-71.91229999999999,-0.0031
2020-03-19,10788.89,155.1,7.0522,414.2332,-102.20349999999999,0.0147
2020-03-20,10730.73,158.49,7.1052,433.6083,16.866299999999995,-0.0381
2020-03-23,10631.96,155.68,7.094,326.3896,-79.99260000000001,0.0229
2020-03-24,10623.63,159.62,7.0999,383.2354,39.87140000000002,0.0256
2020-03-25,10636.51,171.0,7.0742,387.2508,25.038600000000002,-0.0077
2020-03-26,10594.65,175.13,7.0692,299.151,-13.575099999999992,-0.0013
2020-03-27,10537.05,176.01,7.0427,344.1838,34.13730000000001,-0.0158
2020-03-30,10500.49,172.15,7.0447,341.9283,-1.25690000000003,0.0023
2020-03-31,10474.06,177.14,7.0851,322.91200000000003,16.498500000000007,-0.0039000000000000003
2020-04-01,10429.78,181.84,7.0771,336.9937,42.34999999999998,0.020099999999999996
2020-04-02,10443.17,185.73,7.0995,343.7789,43.31760000000003,-0.0059
2020-04-03,10374.73,181.9,7.1104,278.1175,-19.43180000000001,0.0271
2020-04-07,10429.54,190.91,7.0939,447.8108,126.73759999999999,-0.0012
2020-04-08,10426.24,194.14,7.0483,288.49830000000003,-34.52699999999997,0.0063
2020-04-14,10376.56,204.99,7.0406,496.608,142.2898,-0.0060999999999999995
2020-04-15,10378.34,203.26,7.0402,341.3441,33.54390000000001,0.004
2020-04-16,10399.64,203.04,7.0714,320.2837,38.1451,0.0053
2020-04-17,10376.81,204.98,7.0718,430.7184,86.2363,0.008
2020-04-20,10414.03,210.17,7.0657,304.0432,0.4993000000000052,-0.0088
2020-04-21,10424.63,210.56,7.0752,280.9211,-27.525200000000012,0.0086
2020-04-22,10454.75,216.9,7.0903,299.494,11.780599999999993,-0.0038
2020-04-23,10453.31,218.8,7.0887,302.4857,6.910500000000013,-0.0129
2020-04-24,10388.1,214.26,7.0803,293.5925,32.49749999999999,0.0016
2020-04-27,10368.86,217.32,7.0703,320.06100000000004,39.38590000000002,-0.0029
2020-04-28,10326.17,218.15,7.071,366.02790000000005,10.366900000000015,0.0016
2020-05-06,10334.91,222.77,7.069,513.4528,11.403500000000008,-0.0022
2020-05-07,10394.43,229.37,7.0931,339.8786,-31.484199999999987,0.011000000000000001
2020-05-08,10409.4,233.46,7.0788,388.1912,48.65050000000002,-0.0015
2020-05-11,10471.06,239.5,7.0769,377.4212,26.475600000000014,0.001
2020-05-12,10500.51,240.49,7.0919,345.1921,17.49939999999998,0.004
2020-05-13,10531.33,247.24,7.0875,294.1538,-2.0464000000000055,-0.0096
2020-05-14,10548.57,248.72,7.0948,274.8635,-13.248100000000008,0.0009
2020-05-15,10542.94,248.54,7.0936,294.1858,11.94380000000001,-0.0012
2020-05-18,10552.81,252.11,7.103,381.0099,34.038700000000034,0.0108
2020-05-19,10588.8,257.08,7.0912,317.9517,36.99049999999998,-0.0073
2020-05-20,10588.37,255.13,7.0956,338.338,20.385599999999997,-0.0084
2020-05-21,10581.94,252.73,7.0868,317.0791,21.310299999999998,-0.0203
2020-05-22,10532.63,246.64,7.0939,301.6237,-33.2551,0.0001
2020-05-25,10534.85,245.05,7.1209,274.27139999999997,21.453099999999992,0.0169
2020-05-26,10559.29,251.14,7.1293,291.8129,38.854800000000026,-0.006500000000000001
2020-05-27,10554.65,254.42,7.1092,294.7811,12.884699999999995,0.0005
2020-05-28,10546.25,258.56,7.1277,333.2476,28.18289999999996,0.0060999999999999995
2020-05-29,10518.88,261.01,7.1316,438.3722,51.07170000000002,0.0281
2020-06-01,10619.97,268.99,7.1315,469.9693,104.85640000000001,0.0027
2020-06-02,10661.33,269.05,7.1167,422.303,19.286800000000028,0.0003
2020-06-03,10688.97,268.6,7.1074,415.2786,44.141999999999996,0.0009
2020-06-04,10708.32,269.03,7.1012,347.3856,28.834699999999998,0.003
2020-06-05,10698.18,267.7,7.0965,321.183,43.39459999999998,0.0014000000000000002
2020-06-08,10743.24,270.2,7.0882,371.1866,6.142399999999981,0.0062
2020-06-09,10760.35,272.06,7.0711,348.4714,46.28500000000001,-0.0002
2020-06-10,10780.76,273.51,7.0703,329.7187,4.224099999999993,-0.0062
2020-06-11,10809.74,274.84,7.0608,371.8718,1.4517999999999915,0.0014000000000000002
2020-06-12,10807.4,271.28,7.0865,433.55219999999997,-8.950099999999992,-0.0067
2020-06-15,10850.39,272.66,7.0902,400.0858,-40.70179999999999,0.0167
2020-06-16,10921.92,280.1,7.0755,397.38120000000004,39.70390000000002,0.0026
2020-06-17,10958.01,289.09,7.0873,341.7174,-27.214200000000005,0.0026
2020-06-18,11006.76,296.31,7.0903,411.42539999999997,49.56569999999999,0.010700000000000001
2020-06-19,11007.36,297.11,7.0913,658.7048,182.33360000000005,0.0021
2020-06-22,11114.27,303.24,7.0865,434.6387,21.823699999999974,0.0036
2020-06-23,11155.66,311.82,7.0671,418.4683,7.524799999999999,0.0024
2020-06-24,11104.95,309.96,7.0555,402.60400000000004,18.5582,-0.005600000000000001
2020-06-29,11193.71,309.53,7.0808,403.8646,-14.468999999999994,0.0155
2020-07-02,11550.08,351.27,7.0566,831.4258,171.15089999999998,0.015600000000000001
2020-07-03,11667.63,359.39,7.0638,746.5275,131.93880000000001,0.049
2020-07-06,12035.02,379.02,7.0663,931.5256999999999,136.5222,0.0101
2020-07-07,12299.23,382.38,7.031,1005.0101999999999,98.43849999999998,0.0192
2020-07-08,12606.69,402.9,7.0207,819.1285,11.53290000000004,0.0202
2020-07-09,12846.43,414.57,7.0085,838.808,79.51409999999998,-0.0105
2020-07-10,13013.41,405.67,6.9943,750.6587999999999,-43.93119999999999,0.0276
2020-07-13,13318.77,424.41,6.9965,846.4888,68.50349999999997,-0.0092
2020-07-14,13449.75,423.86,6.9996,754.1228,-173.8415,-0.018799999999999997
2020-07-15,13464.56,420.96,6.9982,776.3208999999999,-27.05619999999999,-0.0484
2020-07-16,13418.93,405.43,6.9913,865.5684,-69.2036,0.0046
2020-07-17,13347.91,411.86,7.0043,734.8214,10.434200000000033,0.0304
2020-07-20,13445.18,440.52,6.9928,722.6003000000001,-58.989599999999996,0.0040999999999999995
2020-07-21,13448.76,453.07,6.9862,677.6794,-30.112400000000036,0.006
2020-07-22,13503.42,470.46,6.9718,726.9302,41.70260000000002,-0.0006
2020-07-23,13580.46,480.24,6.9921,687.5648,-36.536099999999976,-0.045599999999999995
2020-07-24,13411.2,464.44,6.9938,735.5777,-163.57390000000004,0.0026
2020-07-27,13449.25,470.67,7.0029,618.6203,-15.143199999999979,0.0101
2020-07-28,13458.46,486.09,6.9895,555.8794,-22.328000000000003,0.0259
2020-07-29,13583.03,508.88,6.9969,677.8248,77.31349999999998,-0.0033
2020-07-30,13652.47,515.68,6.9902,561.5136,-63.380799999999965,0.0111
2020-07-31,13719.47,526.91,6.9848,635.8149000000001,-19.031600000000026,0.0225
2020-08-03,13940.82,550.82,6.998,640.9808,-1.9528000000000247,-0.003
2020-08-04,13979.43,555.09,6.9803,656.1746,21.366499999999974,0.0059
2020-08-05,14087.26,573.73,6.9752,580.7533000000001,-19.81069999999994,-0.0015
2020-08-06,14126.37,592.02,6.9438,620.1722,-25.47509999999994,-0.0123
2020-08-07,14036.33,598.79,6.9408,616.4428,-18.62270000000001,0.0039000000000000003
2020-08-10,14083.37,616.34,6.9649,586.7111,0.0736999999999739,-0.013999999999999999
2020-08-11,14028.31,608.08,6.9711,622.8741,39.482200000000006,-0.0091
2020-08-12,13990.55,611.65,6.9597,631.4497,-16.377399999999966,0.0006
2020-08-13,14005.6,620.82,6.9429,479.0531,-20.82170000000002,0.012199999999999999
2020-08-14,13937.09,621.18,6.9405,501.43719999999996,64.29069999999999,0.0209
2020-08-17,14100.1,642.64,6.9362,656.6553,57.134299999999996,0.0034000000000000002
2020-08-18,14172.15,643.91,6.9325,575.1548,-20.377200000000073,-0.017
2020-08-19,14170.16,642.93,6.9168,317.155,-61.336299999999994,-0.0123
2020-08-20,14156.56,637.64,6.9274,539.3755,-28.324799999999982,0.0078000000000000005
2020-08-21,14138.52,644.8,6.9107,497.395,11.267899999999969,0.0075
2020-08-24,14200.88,659.19,6.9194,550.5262,19.473199999999963,-0.0016
2020-08-25,14189.53,662.85,6.9183,509.657,17.380200000000002,-0.0168
2020-08-26,14126.18,656.97,6.9079,524.4594999999999,-11.77279999999999,0.0085
2020-08-27,14145.5,670.02,6.8903,451.35249999999996,-10.049800000000033,0.0182
2020-08-28,14157.74,689.18,6.8891,585.5382999999999,64.42779999999999,-0.0028000000000000004
2020-08-31,14256.66,698.05,6.8605,657.0695000000001,-80.2602,0.0054
2020-09-01,14282.91,707.0,6.8498,462.4965,-2.9992999999999483,0.0014000000000000002
2020-09-02,14362.84,726.03,6.8376,478.6759,-66.14259999999996,-0.0072
2020-09-03,14361.28,735.51,6.8319,499.25640000000004,-10.03819999999996,-0.0059
2020-09-04,14332.72,731.62,6.8359,435.32759999999996,-63.17609999999999,-0.019799999999999998
2020-09-07,14314.0,722.33,6.8386,510.5648,-54.653899999999965,0.0059
2020-09-08,14296.24,731.47,6.8364,515.9402,63.50659999999999,-0.0263
2020-09-09,14254.08,717.55,6.8423,504.5458,-37.58159999999995,-0.015
2020-09-10,14144.25,719.07,6.8331,490.404,9.988699999999994,0.0125
2020-09-11,14112.89,730.81,6.8389,430.2336,12.90930000000003,0.009300000000000001
2020-09-14,14131.99,750.72,6.8361,421.98080000000004,-31.433299999999974,0.0067
2020-09-15,14140.54,769.54,6.8222,429.4117,33.211700000000036,-0.0067
2020-09-16,14132.34,779.45,6.7825,452.24070000000006,7.420100000000048,-0.0012
2020-09-17,14155.24,793.15,6.7675,439.6407,4.390099999999961,0.0183
2020-09-18,14167.45,818.69,6.7591,611.9921999999999,94.73559999999995,-0.006
2020-09-21,14179.7,825.87,6.7595,397.9615,-64.95770000000002,-0.0126
2020-09-22,14174.6,835.63,6.7872,394.4222,-20.017899999999997,0.0049
2020-09-23,14199.14,858.33,6.7986,364.3835,-27.5282,-0.0223
2020-09-24,14186.23,849.38,6.8028,357.4457,-121.67860000000002,-0.0017000000000000001
2020-09-25,14141.52,849.01,6.8121,344.83590000000004,-12.92009999999999,-0.0049
2020-09-28,14090.67,853.96,6.8252,332.2577,-10.7894,0.0060999999999999995
2020-09-29,14052.91,850.99,6.8171,354.22979999999995,-0.9394000000000347,-0.0011
2020-09-30,13885.96,835.95,6.8101,364.2822,-29.03910000000002,0.024900000000000002
2020-10-09,13994.57,860.7,6.7796,599.5793,112.66840000000002,0.0305
2020-10-12,14113.5,910.05,6.7126,654.8656,135.0999,0.0034000000000000002
2020-10-14,14268.0,946.3,6.7473,577.4200999999999,-15.546800000000019,-0.005
2020-10-15,14279.01,966.15,6.7374,426.8669,-3.3314000000000306,-0.0019
2020-10-16,14238.2,973.87,6.7332,430.61609999999996,-5.028899999999993,-0.0073
2020-10-19,14256.76,981.63,6.701,406.8618,-32.43039999999996,0.009000000000000001
2020-10-20,14283.8,998.37,6.693,378.9764,-11.125199999999978,-0.006999999999999999
